pH,Ct_0,pH_Cl2,Replicate,Time,MCAN,MBAN,DCAN,BCAN,DBAN,TCAN,BDCAN
5.2,1,5.2_1,2,48,3.2655,1.873411271,2.094055797,0.740138873,0.618611711,1.365781147,1.082599385
5.2,1,5.2_1,2,72,3.2655,1.946223195,2.171521184,0.755095539,0.625781016,1.262064122,1.086347128
5.2,1,5.2_1,2,96,3.2655,1.856423348,2.130231104,0.755359746,0.604992469,1.116720477,0.990535074
5.2,1,5.2_1,2,168,3.2655,1.870964363,2.081180517,0.756102835,0.640236713,1.108494015,1.021477306
5.2,1,5.2_1,2,288,3.2655,1.890127424,2.158804863,0.752336169,0.631080597,0.887779726,0.913715674
5.2,1,5.2_1,2,456,3.2655,1.827769196,2.109949097,0.735753985,0.61659873,0.764175056,0.866943222
5.2,1,5.2_1,3,1,3.259,1.983188208,2.230679822,0.776002259,0.646281814,1.58775796,1.215976935
5.2,1,5.2_1,3,3,3.259,2.075740099,2.239233678,0.785680303,0.653602222,1.504129928,1.145009869
5.2,1,5.2_1,3,6,3.259,1.876594734,2.109310954,0.745014883,0.62149688,1.467716207,1.129100392
5.2,1,5.2_1,3,12,3.259,1.939628594,2.161947334,0.759973816,0.63349419,1.459559237,1.129976465
5.2,1,5.2_1,3,24,3.259,1.843138683,2.057201164,0.729252274,0.608276168,1.425986392,1.112366079
5.2,1,5.2_1,3,48,3.259,1.888350013,2.100784265,0.743946174,0.620750636,1.365838773,1.086888266
5.2,1,5.2_1,3,72,3.259,1.885553347,2.140267034,0.744856535,0.61484454,1.32125433,1.086236807
5.2,1,5.2_1,3,96,3.259,1.830909699,2.161340515,0.758690863,0.59930627,1.151234762,1.011435769
5.2,1,5.2_1,3,168,3.259,1.891301411,2.107813281,0.759932329,0.637392064,1.0786486,1.017932118
5.2,1,5.2_1,3,288,3.259,1.859606695,2.130825565,0.741901412,0.626094702,0.887798512,0.911820238
5.2,1,5.2_1,3,456,3.259,1.832624805,2.076674655,0.730922204,0.619190224,0.753669685,0.858704577
5.2,1,5.2_1,4,1,3.228,1.975528085,2.223400282,0.776100527,0.646928966,1.589200026,1.193517481
5.2,1,5.2_1,4,3,3.228,2.016297057,2.216395322,0.778206452,0.648520825,1.513059663,1.152414054
5.2,1,5.2_1,4,6,3.228,1.817094733,2.078630492,0.733426158,0.608349558,1.472558341,1.126882688
5.2,1,5.2_1,4,12,3.228,1.919360285,2.140116123,0.753844363,0.629554115,1.449330032,1.123590536
5.2,1,5.2_1,4,24,3.228,1.816926952,2.028702626,0.719823188,0.599505639,1.41621182,1.105206346
5.2,1,5.2_1,4,48,3.228,1.888098013,2.100979184,0.744007811,0.620738396,1.348721602,1.081066167
5.2,1,5.2_1,4,72,3.228,1.823930472,2.086124289,0.729302092,0.605198163,1.243641495,1.08425554
5.2,1,5.2_1,4,96,3.228,2.035865878,2.296203878,0.799492641,0.629778843,1.14654959,0.994576598
5.2,1,5.2_1,4,168,3.228,1.622136738,1.935753105,0.700408093,0.589319475,1.074488859,1.025875459
5.2,1,5.2_1,4,288,3.228,1.829737093,2.110362129,0.738555055,0.621031122,0.88976983,0.921507438
5.2,1,5.2_1,4,456,3.228,1.723791512,1.984653513,0.706567706,0.606909815,0.738949524,0.854373398
5.2,2,5.2_2,1,1,3.2563,1.819155628,2.097004263,0.727337466,0.62412876,1.501705424,1.185145653
5.2,2,5.2_2,1,3,3.2563,1.940683459,2.194702843,0.752363794,0.635878084,1.509535728,1.170352908
5.2,2,5.2_2,1,6,3.2563,1.809511265,2.059422486,0.720433986,0.611692989,1.44482172,1.136137738
5.2,2,5.2_2,1,12,3.2563,1.938379593,2.180415461,0.749388204,0.633318083,1.445824341,1.143766302
5.2,2,5.2_2,1,24,3.2563,1.779414675,2.031640228,0.705184769,0.5920163,1.370393267,1.118162517
5.2,2,5.2_2,1,48,3.2563,2.059321451,2.200995866,0.764184577,0.644815024,1.169882195,1.036618295
5.2,2,5.2_2,1,72,3.2563,1.93889527,2.175479636,0.74442361,0.623844721,1.073461915,1.034133575
5.2,2,5.2_2,1,96,3.2563,1.849878043,2.196681949,0.747444437,0.601073155,0.998550181,0.943296357
5.2,2,5.2_2,1,168,3.2563,1.723567247,1.987474144,0.712390633,0.606710846,0.805365969,0.910429394
5.2,2,5.2_2,1,288,3.2563,1.787612678,2.070044016,0.718424935,0.61968154,0.464231766,0.743352655
5.2,2,5.2_2,1,456,3.2563,1.661123927,1.892874403,0.662575835,0.572426117,0.281066113,0.614140279
5.2,2,5.2_2,2,1,3.4905,1.778618732,2.082422157,0.718838683,0.614045639,1.512946745,1.187256403
5.2,2,5.2_2,2,3,3.4905,1.959300816,2.201594897,0.756253914,0.641726585,1.504573124,1.172410162
5.2,2,5.2_2,2,6,3.4905,1.786394693,2.040367789,0.711459537,0.603583877,1.424817423,1.129267056
5.2,2,5.2_2,2,12,3.4905,1.985691597,2.197001394,0.756455351,0.6409535,1.437724734,1.135214006
5.2,2,5.2_2,2,24,3.4905,1.821617334,2.049126597,0.710628046,0.596204384,1.352369047,1.101291714
5.2,2,5.2_2,2,48,3.4905,1.778915178,2.027107929,0.704705246,0.594285581,1.216640313,1.040644333
5.2,2,5.2_2,2,72,3.4905,1.849138301,2.09589823,0.720561164,0.607031043,1.069202673,1.034289112
5.2,2,5.2_2,2,96,3.4905,1.652867322,2.026977118,0.700947264,0.565153457,0.952437347,0.953882932
5.2,2,5.2_2,2,168,3.4905,1.984469929,2.117521048,0.761451109,0.652345637,0.78834587,0.894676591
5.2,2,5.2_2,2,288,3.4905,1.832556531,2.098807985,0.723090701,0.618054081,0.460669669,0.739158888
5.2,2,5.2_2,2,456,3.4905,1.718241699,1.992723046,0.691781849,0.594227404,0.293166888,0.637730305
5.2,2,5.2_2,3,1,3.29475,1.981129083,2.21747545,0.762115319,0.646465285,1.527602024,1.182759316
5.2,2,5.2_2,3,3,3.29475,1.992149151,2.227033578,0.760517884,0.638390642,1.504871485,1.15929475
5.2,2,5.2_2,3,6,3.29475,1.78751287,2.044079309,0.712038449,0.601425352,1.441411731,1.133210731
5.2,2,5.2_2,3,12,3.29475,2.030923868,2.22520743,0.766093665,0.648415871,1.440880246,1.140223423
5.2,2,5.2_2,3,24,3.29475,2.06404368,2.18531231,0.756973502,0.636450195,1.35640782,1.101432623
5.2,2,5.2_2,3,48,3.29475,1.825279891,2.052433676,0.713542704,0.602071278,1.230285046,1.044736571
5.2,2,5.2_2,3,72,3.29475,1.865373588,2.093920669,0.71966521,0.610822269,1.058940884,1.018458794
5.2,2,5.2_2,3,96,3.29475,2.066481457,2.284958995,0.784305639,0.62678315,0.987002373,0.932524887
5.2,2,5.2_2,3,168,3.29475,2.024542105,2.138241733,0.76588035,0.655132088,0.781018117,0.885673068
5.2,2,5.2_2,3,288,3.29475,1.741446613,2.033340227,0.704029996,0.604382555,0.462752723,0.745054392
5.2,2,5.2_2,3,456,3.29475,1.727775147,1.956961718,0.688244923,0.597463333,0.286666484,0.639401558
5.2,2,5.2_2,4,1,3.17325,1.929243996,2.320277172,0.803542927,0.684443858,1.698185346,1.300663071
5.2,2,5.2_2,4,3,3.17325,1.96332809,2.254599862,0.778594187,0.660771063,1.564530876,1.21733492
5.2,2,5.2_2,4,6,3.17325,1.78328128,2.028311397,0.708124797,0.60120377,1.42503662,1.123193151
5.2,2,5.2_2,4,12,3.17325,1.995680543,2.198527103,0.757332189,0.642646171,1.426980793,1.130004157
5.2,2,5.2_2,4,24,3.17325,1.80460859,2.032957278,0.705325819,0.591744975,1.361961393,1.111854582
5.2,2,5.2_2,4,48,3.17325,1.897395558,2.107613892,0.731139237,0.616016153,1.24100148,1.04748196
