pH,Ct_0,pH_Cl2,Replicate,Time,MCAN,MBAN,DCAN,BCAN,DBAN,TCAN,BDCAN
7,0,7_0,2,72,3.354,2.070351742,2.1486174,0.789076456,0.677209158,0.476110974,0.812703331
7,0,7_0,2,96,3.401,2.015340691,1.956295768,0.709716788,0.602304823,0.287473674,0.621045357
7,0,7_0,2,168,3.727,2.133009621,1.980813549,0.74749083,0.648616788,0.082639461,0.41813172
7,0,7_0,2,288,3.642,1.999034796,1.700600981,0.669914279,0.586547207,0.00829962,0.156429334
7,0,7_0,2,456,3.495,2.134943165,1.51978289,0.673096725,0.61652257,0,0.043556823
7,0,7_0,3,1,3.360714286,2.10997265,2.226978725,0.780348487,0.658260003,1.237234595,1.088677519
7,0,7_0,3,3,3.360714286,2.124062529,2.189474812,0.778886209,0.658591413,1.200977727,1.091468032
7,0,7_0,3,6,3.089,2.26704515,2.252363653,0.794016671,0.668140678,1.173350172,1.042423506
7,0,7_0,3,12,3.360714286,2.032523076,2.111130312,0.760791779,0.653800883,1.054617128,1.018165061
7,0,7_0,3,24,3,2.133810261,2.243442649,0.807574468,0.691429537,0.980999002,0.996792694
7,0,7_0,3,48,3.308,2.134915789,2.151656844,0.770170335,0.654723778,0.668366176,0.870350057
7,0,7_0,3,72,3.282,1.997909337,2.018259821,0.737664899,0.628586612,0.436644846,0.752534376
7,0,7_0,3,96,3.329,1.969347841,1.92490977,0.702176102,0.597241401,0.288626632,0.623270412
7,0,7_0,3,168,3.676,2.104008307,1.970883586,0.743881019,0.645100727,0.082082943,0.419031246
7,0,7_0,3,288,3.579,1.969828807,1.683849653,0.665235532,0.586185049,0.008313184,0.160461176
7,0,7_0,3,456,3.351,2.026752371,1.486164349,0.659014295,0.602178834,0,0.040980073
7,0,7_0,4,1,3.336285714,2.166588194,2.258762411,0.791462245,0.662830875,1.248204146,1.107140635
7,0,7_0,4,3,3.336285714,2.169652232,2.234021397,0.785589274,0.658486845,1.204999204,1.087952732
7,0,7_0,4,6,3.336285714,2.218835442,2.259049316,0.79006109,0.659678212,1.145817525,1.04429472
7,0,7_0,4,12,3.336285714,2.03561171,2.100972216,0.757020139,0.650983224,1.052376021,1.016306855
7,0,7_0,4,24,2.965,2.142413007,2.256531628,0.8083296,0.69234526,0.982500026,0.988077694
7,0,7_0,4,48,3.219,2.061164306,2.11357529,0.757032899,0.643276561,0.660579065,0.861577188
7,0,7_0,4,72,3.26,1.976042599,1.996286335,0.731699512,0.626509616,0.443465308,0.761345489
7,0,7_0,4,96,3.408,2.013712468,1.955214371,0.708094786,0.600352002,0.290214143,0.626387497
7,0,7_0,4,168,3.624,2.079965957,1.964003967,0.741197656,0.64281198,0.083136169,0.4168107
7,0,7_0,4,288,3.494,1.936052208,1.659334157,0.661980924,0.590200602,0.008267612,0.16059171
7,0,7_0,4,456,3.384,2.072204268,1.49145368,0.664008843,0.60982206,0,0.039075486
7,0,7_0,5,1,3.398428571,2.141547431,2.250426587,0.787398954,0.658797597,1.249051704,1.10110824
7,0,7_0,5,3,3.398428571,2.22227153,2.256167917,0.793714318,0.665202552,1.201166645,1.084108217
7,0,7_0,5,6,3.232,2.32001719,2.303867122,0.804221548,0.669537541,1.186970815,1.047682623
7,0,7_0,5,12,3.398428571,2.002996023,2.105286039,0.754436664,0.646122,1.055765924,1.012414712
7,0,7_0,5,24,3.036,2.165099143,2.253222802,0.811400701,0.69407763,0.971806475,0.995395533
7,0,7_0,5,48,3.24,2.081980292,2.130656333,0.763793882,0.651478493,0.669564268,0.864235862
7,0,7_0,5,72,3.207,1.959354913,1.981623799,0.72690692,0.623757606,0.441220775,0.757655915
7,0,7_0,5,96,3.474,2.053766447,1.963838043,0.711596326,0.603901307,0.288499598,0.623722996
7,0,7_0,5,168,3.789,2.17462271,2.00027085,0.754513184,0.654693502,0.081709154,0.414386418
7,0,7_0,5,288,3.582,1.968529916,1.691086863,0.665040982,0.583626573,0.008276989,0.152245018
7,0,7_0,5,456,3.461,2.114564122,1.516603923,0.670326921,0.610680014,0,0.044550595
7,0,7_0,6,1,3.456666667,2.104773184,2.215351795,0.780104505,0.658344001,1.298153146,1.101966174
7,0,7_0,6,3,3.456666667,2.099057979,2.204750157,0.778381269,0.655686684,1.263055071,1.090091365
7,0,7_0,6,6,3.036,2.237403458,2.23341162,0.788489542,0.665115036,1.172103909,1.042458204
7,0,7_0,6,12,3.456666667,1.983584755,2.085268738,0.757510399,0.653918865,1.050494826,1.016002891
7,0,7_0,6,24,3.456666667,2.213908412,2.277134021,0.822879445,0.704243917,0.927278524,0.995885747
7,0,7_0,6,48,3.287,2.109526189,2.126808989,0.76522016,0.653123361,0.67288667,0.869818926
7,0,7_0,6,72,3.247,1.979676522,2.004898613,0.733950663,0.62644462,0.447676161,0.769789636
7,0,7_0,6,96,3.452,2.047714969,1.962365028,0.711408281,0.605154245,0.289611816,0.629019878
7,0,7_0,6,168,3.649,2.101671869,1.959288242,0.74361834,0.646097072,0.082217445,0.420422179
7,0,7_0,6,288,3.651,2.030022464,1.711667477,0.675195777,0.592221424,0.008457777,0.157906693
7,0,7_0,6,456,3.454,2.107909337,1.522643091,0.672117016,0.614190825,0,0.043265873
7,0.5,7_0.5,1,1,3.445666667,2.17425716,2.459864796,0.822616498,0.735765012,1.403906214,1.163399353
7,0.5,7_0.5,1,3,3.445666667,2.252787687,2.442779359,0.818619304,0.729287999,1.198752643,1.119335508
7,0.5,7_0.5,1,6,3.376,2.328753761,2.382971495,0.796733719,0.708001986,1.040356326,0.979880737
7,0.5,7_0.5,1,12,2.933,2.055366521,2.403248689,0.830390925,0.76077511,0.873297632,1.011696013
7,0.5,7_0.5,1,24,3.419,2.209122429,2.617079264,0.897570729,0.814654134,0.594092944,0.949343421
7,0.5,7_0.5,1,48,3.331,1.949786718,2.220283041,0.774750616,0.706892927,0.228872066,0.509296896
7,0.5,7_0.5,1,72,3.592,2.024438524,1.973398114,0.691633761,0.627653416,0.073272723,0.256322615
7,0.5,7_0.5,1,96,3.696,2.069973501,2.07069639,0.725383622,0.656042276,0.033588946,0.216272236
7,0.5,7_0.5,1,168,3.767,2.13137294,2.061208845,0.751652773,0.69200868,0.00333508,0.116645754
7,0.5,7_0.5,1,288,3.608,2.047965966,1.768705793,0.68776344,0.645367019,0,0.053783759
7,0.5,7_0.5,1,456,3.289,2.01964057,1.381928563,0.602798353,0.5910392,0,0.016969751
7,0.5,7_0.5,2,1,3.508444444,2.239190003,2.294761316,0.764126782,0.677953781,1.206375257,1.02425433
7,0.5,7_0.5,2,3,3.508444444,2.193512076,2.272448656,0.759316857,0.674308326,1.106944489,1.01750674
7,0.5,7_0.5,2,6,3.343,2.290140878,2.251203894,0.754521309,0.671410979,0.969409072,0.92544829
7,0.5,7_0.5,2,12,2.946,1.996059551,2.089104209,0.71744228,0.651846168,0.723612298,0.844470759
7,0.5,7_0.5,2,24,3.549,2.211130647,2.273273539,0.778969362,0.704601015,0.467333269,0.776860003
7,0.5,7_0.5,2,48,3.524,2.035688741,2.050009773,0.707780838,0.638601437,0.195923839,0.452498491
7,0.5,7_0.5,2,72,3.631,2.044515398,1.986374012,0.695580768,0.630268464,0.073026793,0.250032888
7,0.5,7_0.5,2,96,3.688,2.054022643,1.883898232,0.659644819,0.597432147,0.028714188,0.177849252
7,0.5,7_0.5,2,168,3.804,2.147199017,1.892602827,0.687898162,0.630923535,0.002875198,0.099980562
7,0.5,7_0.5,2,288,3.681,2.058723602,1.588263139,0.617831742,0.577244787,0,0.045064528
7,0.5,7_0.5,2,456,3.41,2.098439462,1.424705009,0.618952109,0.604883998,0,0.017862224
7,0.5,7_0.5,3,1,3.506777778,2.248871088,2.309272543,0.765902112,0.68075751,1.247367642,1.021212786
7,0.5,7_0.5,3,3,3.506777778,2.137365617,2.214226901,0.744065031,0.663662513,1.0997182,1.006770179
7,0.5,7_0.5,3,6,3.408,2.309203138,2.266913814,0.758301772,0.673138032,0.961471018,0.926331863
7,0.5,7_0.5,3,12,3.104,2.096957301,2.175757975,0.732747878,0.655689719,0.743908598,0.859276938
7,0.5,7_0.5,3,24,3.49,2.194296321,2.253259196,0.771171433,0.697012771,0.468969223,0.775335946
7,0.5,7_0.5,3,48,3.537,2.038611104,2.056529509,0.70799287,0.637009873,0.197246072,0.422080919
7,0.5,7_0.5,3,72,3.614,2.035173766,1.979146196,0.692420298,0.625082697,0.073031197,0.198422709
7,0.5,7_0.5,3,96,3.683,2.049967761,1.882601512,0.659561526,0.595799464,0.028779415,0.192456111
7,0.5,7_0.5,3,168,3.809,2.158763683,1.891262697,0.689815433,0.634980981,0.002847381,0.094928181
7,0.5,7_0.5,3,288,3.593,2.036799116,1.574575857,0.612478085,0.571521885,0,0.045092831
7,0.5,7_0.5,3,456,3.323,2.039325204,1.426396671,0.615254752,0.600363582,0,0.017689599
7,0.5,7_0.5,4,1,3.506111111,2.23066714,2.268199396,0.758462392,0.678713949,1.196404997,1.014622766
7,0.5,7_0.5,4,3,3.506111111,2.179423484,2.238914779,0.750592734,0.671270001,1.107102979,1.02558865
7,0.5,7_0.5,4,6,3.227,2.231616954,2.198949897,0.745372984,0.671640807,0.94082342,0.915026934
7,0.5,7_0.5,4,12,2.824,2.001269956,2.085846376,0.72180023,0.657352859,0.732222974,0.861783958
7,0.5,7_0.5,4,24,3.401,2.178135661,2.236090616,0.770960151,0.701456095,0.470202027,0.785143812
7,0.5,7_0.5,4,48,3.625,2.082540505,2.083133183,0.714274514,0.640515114,0.200436437,0.438013744
7,0.5,7_0.5,4,72,3.667,2.061977333,1.99038006,0.695593926,0.630198274,0.072940708,0.261708763
7,0.5,7_0.5,4,96,3.737,2.08155181,1.906378371,0.666420882,0.604241938,0.028958567,0.188836349
7,0.5,7_0.5,4,168,3.85,2.185781348,1.899211864,0.692382117,0.636592469,0.002877782,0.096627942
7,0.5,7_0.5,4,288,3.915,2.204722407,1.624215029,0.627379989,0.582369317,0,0.044923788
7,0.5,7_0.5,4,456,3.309,2.028055108,1.406904277,0.610368558,0.597755717,0,0.017591444
7,0.5,7_0.5,5,1,3.532333333,2.236389253,2.291522385,0.762727574,0.680282679,1.20635165,0.996569975
7,0.5,7_0.5,5,3,3.532333333,2.219661414,2.272491018,0.761880819,0.681435536,1.116589792,1.036222512
7,0.5,7_0.5,5,6,3.392,2.318693305,2.274597616,0.760650491,0.675043787,0.958834433,0.935699803
7,0.5,7_0.5,5,12,2.934,2.005272728,2.106022768,0.716860108,0.647946608,0.730231593,0.851765473
7,0.5,7_0.5,5,24,3.529,2.191939909,2.27466121,0.771789965,0.693171571,0.473735471,0.775268455
7,0.5,7_0.5,5,48,3.616,2.075266895,2.063053711,0.710664504,0.64018222,0.200443413,0.421996292
7,0.5,7_0.5,5,72,3.591,2.00737331,1.964226761,0.68593013,0.62098183,0.073084162,0.272150093
7,0.5,7_0.5,5,96,3.773,2.107267586,1.902774875,0.667487756,0.605931098,0.028777541,0.205035478
7,0.5,7_0.5,5,168,3.848,2.194499829,1.897957022,0.693796,0.640180659,0.002847055,0.091428266
7,0.5,7_0.5,5,288,3.702,2.079662767,1.58714701,0.617745432,0.576866504,0,0.044870116
7,0.5,7_0.5,5,456,3.406,2.099891877,1.441909793,0.622274493,0.608851882,0,0.018248571
7,0.5,7_0.5,6,1,3.525555556,2.16890966,2.281389649,0.759594602,0.676698232,1.211620692,1.017818855
7,0.5,7_0.5,6,3,3.525555556,2.187602255,2.245959513,0.755696107,0.675221701,1.106085139,1.019654281
7,0.5,7_0.5,6,6,3.395,2.312114458,2.270661545,0.759601035,0.676252046,0.989696915,0.940923375
7,0.5,7_0.5,6,12,2.923,2.01415153,2.091534032,0.719179714,0.653297205,0.727223678,0.843841249
7,0.5,7_0.5,6,24,3.442,2.182707045,2.249897602,0.775506834,0.704986328,0.468665678,0.783665401
7,0.5,7_0.5,6,48,3.577,2.058485352,2.074046918,0.71009184,0.637595119,0.202760304,0.411756046
7,0.5,7_0.5,6,72,3.651,2.061718027,2.049586891,0.719576421,0.652709357,0.077257358,0.264644976
7,0.5,7_0.5,6,96,3.869,2.159846944,1.922871738,0.671487321,0.607423647,0.028559808,0.192096942
7,0.5,7_0.5,6,168,3.815,2.150848599,1.889785515,0.689483165,0.635033405,0.002929893,0.106059648
7,0.5,7_0.5,6,288,3.649,2.044870963,1.575159591,0.612300291,0.574181963,0,0.044840354
7,0.5,7_0.5,6,456,3.409,2.088169165,1.43631195,0.619527004,0.602449966,0,0.018251036
7,1,7_1,1,1,3.057,2.228505216,2.281259779,0.811168199,0.694281451,1.178281595,0.991541402
7,1,7_1,1,3,3.092,2.195594402,2.245299294,0.803838485,0.687756454,0.988794929,0.96715869
7,1,7_1,1,6,3.424,2.198954757,2.207485933,0.795384279,0.682921406,0.669054833,0.844350682
7,1,7_1,1,12,3.207,1.973796265,2.058443782,0.756008221,0.658063823,0.378104132,0.696690289
7,1,7_1,1,24,3.855,2.223182965,2.21490397,0.81866234,0.712182723,0.137854323,0.546029524
7,1,7_1,1,48,3.668,2.027610655,1.897293431,0.713449561,0.622965896,0.01452036,0.189984393
7,1,7_1,1,72,3.453,1.921089062,1.775537988,0.693399951,0.616864842,0.00164283,0.066554388
7,1,7_1,1,96,3.643,2.059325346,1.809311655,0.712445912,0.636735144,0,0.036078588
7,1,7_1,1,168,3.799,2.177268438,1.647394943,0.691038691,0.63511729,0,0.003979053
7,1,7_1,1,288,3.651,2.035866808,1.203240143,0.561970928,0.531609805,0,0
7,1,7_1,1,456,3.302,2.012938932,0.972234426,0.539886109,0.551965757,0,0
7,1,7_1,2,1,3.498222222,2.147495212,2.230645699,0.796375154,0.68435834,1.181976559,0.988334087
7,1,7_1,2,3,3.498222222,2.223258058,2.246857803,0.806864548,0.691424511,0.933689778,0.973874893
7,1,7_1,2,6,3.51,2.245646726,2.210754179,0.794419082,0.682260208,0.664845008,0.839249788
7,1,7_1,2,12,3.111,1.929758348,2.007088045,0.742943302,0.650716837,0.368495532,0.68610328
7,1,7_1,2,24,3.713,2.136293985,2.168453556,0.801897281,0.697932996,0.13692181,0.540264384
7,1,7_1,2,48,3.648,2.022392011,1.933303037,0.727406373,0.636287165,0.0148648,0.194385377
7,1,7_1,2,72,3.38,1.884758592,1.753166365,0.688446127,0.614753657,0.00163191,0.076662961
7,1,7_1,2,96,3.579,2.014165931,1.686930259,0.662946824,0.589313519,0,0.031200634
7,1,7_1,2,168,3.756,2.151849926,1.613954716,0.680315346,0.62729515,0,0.005150141
7,1,7_1,2,288,3.531,1.963815774,1.21796737,0.571577295,0.543272028,0,0
7,1,7_1,2,456,3.256,1.983868665,0.969130487,0.539379502,0.554758778,0,0
7,1,7_1,3,1,3.532222222,2.15484191,2.217309162,0.788392071,0.672932822,1.164762658,0.980787808
7,1,7_1,3,3,3.532222222,2.207397278,2.367823166,0.849988221,0.730493567,1.05940524,1.037319869
7,1,7_1,3,6,3.512,2.255239292,2.248381586,0.805203845,0.689269598,0.671795805,0.853654323
7,1,7_1,3,12,3.226,1.996366638,2.044745749,0.753410691,0.659097801,0.372282833,0.68756728
7,1,7_1,3,24,3.686,2.155078661,2.47670725,0.921219399,0.80815663,0.174789901,0.656508193
7,1,7_1,3,48,3.754,2.07055918,1.961686754,0.736529864,0.642346427,0.014751476,0.184723482
7,1,7_1,3,72,3.347,1.864331185,1.740175535,0.681212328,0.60764939,0.001597835,0.074365943
7,1,7_1,3,96,3.616,2.036794512,1.691257159,0.664312117,0.590874148,0,0.035159609
7,1,7_1,3,168,3.648,2.085119411,1.596214608,0.675494581,0.62623375,0,0.005943967
7,1,7_1,3,288,3.726,2.08152863,1.243655393,0.581194339,0.549840702,0,0
7,1,7_1,3,456,3.275,1.991012909,0.969825748,0.539272093,0.553471215,0,0
7,1,7_1,4,1,3.514555556,2.183541404,2.254029061,0.804749836,0.691637734,1.178929938,1.007782376
7,1,7_1,4,3,3.514555556,2.211909993,2.251382187,0.80816007,0.690466202,1.00180295,0.992512481
7,1,7_1,4,6,3.543,2.274021657,2.224116171,0.800751929,0.686606795,0.666418435,0.860274695
7,1,7_1,4,12,3.179,1.993715021,2.036032851,0.754299015,0.659348434,0.372367171,0.694884875
7,1,7_1,4,24,3.683,2.125833415,2.159428921,0.799572626,0.6954324,0.137647163,0.549637378
7,1,7_1,4,48,3.708,2.055095267,1.950873129,0.732112628,0.639376544,0.014589006,0.190790416
7,1,7_1,4,72,3.48,1.941176978,1.784905146,0.695365802,0.618023637,0.001596487,0.072821674
7,1,7_1,4,96,3.508,1.991632552,1.667259635,0.657615898,0.586743161,0,0.03561265
7,1,7_1,4,168,3.633,2.081165368,1.592763998,0.67407697,0.623644343,0,0.005512006
7,1,7_1,4,288,3.588,2.012895673,1.206101298,0.570277605,0.548031746,0,0
7,1,7_1,4,456,3.309,2.014042715,0.970384923,0.538770613,0.551809287,0,0
7,1,7_1,5,1,3.5007,2.203099657,2.256556749,0.805780335,0.690363609,1.138694341,1.025867355
7,1,7_1,5,3,3.019,2.163506299,2.213775104,0.794231401,0.681796872,0.978809808,0.937508706
7,1,7_1,5,6,3.526,2.256853086,2.22110059,0.797190211,0.681680647,0.661011771,0.848561702
7,1,7_1,5,12,3.194,1.997077886,2.016298239,0.751434115,0.663156816,0.3696101,0.688251794
7,1,7_1,5,24,3.729,2.171892074,2.163445922,0.804882005,0.701054257,0.13673648,0.546613234
7,1,7_1,5,48,3.706,2.048955577,1.940785303,0.730393966,0.63878853,0.014907666,0.193912254
7,1,7_1,5,72,3.467,1.930135381,1.771702047,0.691959251,0.61670563,0.001604764,0.071008946
7,1,7_1,5,96,3.687,2.065909324,1.699442829,0.665745772,0.59221647,0,0.034884595
7,1,7_1,5,168,3.719,2.13103578,1.610290897,0.679327931,0.625970591,0,0.005225506
7,1,7_1,5,288,3.667,2.042484507,1.246271721,0.582286834,0.551728876,0,0
7,1,7_1,5,456,3.293,2.006756922,0.974753246,0.539993642,0.552118829,0,0
7,1,7_1,6,1,3.558555556,2.153973612,2.238238016,0.798061418,0.683218402,1.183286553,1.008077528
7,1,7_1,6,3,3.558555556,2.154369115,2.466869036,0.892249033,0.767601209,1.086291624,1.105967864
7,1,7_1,6,6,3.479,2.242814245,2.201829754,0.794594,0.68321967,0.677798702,0.861274236
7,1,7_1,6,12,3.271,2.025376984,2.05881909,0.756612384,0.659667296,0.376178655,0.701065525
7,1,7_1,6,24,3.738,2.183632944,2.159937373,0.805148316,0.704393499,0.135641329,0.546531509
7,1,7_1,6,48,3.713,2.060762527,1.943483138,0.731713847,0.640110753,0.014917604,0.192452373
7,1,7_1,6,72,3.497,1.947911794,1.7796395,0.692056493,0.614638576,0.001576482,0.067426735
7,1,7_1,6,96,3.854,2.15636097,1.737507913,0.679125052,0.602528743,0,0.034223917
7,1,7_1,6,168,3.636,2.074896736,1.584025814,0.668524236,0.616110307,0,0.005245013
7,1,7_1,6,288,3.624,2.031125039,1.359279741,0.63746259,0.605504058,0,0
7,1,7_1,6,456,3.215,2.005433503,0.976880269,0.538735197,0.548228544,0,0
7,2,7_2,1,1,3.5543,2.074415872,2.176989069,0.781414369,0.684962852,1.103700317,1.007522596
7,2,7_2,1,3,3.122,2.11300928,2.144367735,0.776818631,0.682924056,0.71429335,0.892417265
7,2,7_2,1,6,3.644,2.211395731,2.181471385,0.785006469,0.680742531,0.363862349,0.730664064
7,2,7_2,1,12,3.511,2.030884973,2.017103772,0.747587182,0.661409452,0.106884583,0.508011173
7,2,7_2,1,24,3.871,2.178236044,2.096506607,0.787890652,0.696387581,0.009744358,0.276959646
7,2,7_2,1,48,3.593,2.020455831,1.725174808,0.679170094,0.614151623,0,0.031968386
7,2,7_2,1,72,3.378,1.903607517,1.537036226,0.642643886,0.598859332,0,0.005468251
7,2,7_2,1,96,3.768,2.118504312,1.420598637,0.603201396,0.563587563,0,0
7,2,7_2,1,168,3.696,2.119583529,1.201050906,0.591803461,0.599106055,0,0
7,2,7_2,1,288,3.753,2.105287791,0.764013406,0.46017172,0.499724342,0,0
7,2,7_2,1,456,3.207,1.973310741,0.455762656,0.374349891,0.465653744,0,0
7,2,7_2,2,1,3.124,2.241390067,2.289284331,0.808029034,0.695159065,1.110244992,1.021799093
7,2,7_2,2,3,3.084,2.088571523,2.133383014,0.774425723,0.678290069,0.711229014,0.890195753
7,2,7_2,2,6,3.592,2.161009461,2.168482797,0.77983908,0.675964768,0.366988801,0.715792255
7,2,7_2,2,12,3.605,2.052869551,2.0510207,0.749981652,0.65584625,0.106847526,0.496120982
7,2,7_2,2,24,3.852,2.186986625,2.073064278,0.785097624,0.696484596,0.009762396,0.274356138
7,2,7_2,2,48,3.621,2.032454828,1.751831377,0.689398261,0.623216252,0,0.033814819
7,2,7_2,2,72,3.532,1.993637,1.547483918,0.642806649,0.596503483,0,0.004440411
7,2,7_2,2,96,3.648,2.059174913,1.416536904,0.606842025,0.570819883,0,0
7,2,7_2,2,168,3.642,2.090620043,1.166124232,0.576650698,0.584465752,0,0
7,2,7_2,2,288,3.611,2.018980706,0.740787753,0.448710754,0.487705964,0,0
7,2,7_2,2,456,3.129,1.911311335,0.449972378,0.369160673,0.459223281,0,0
7,2,7_2,3,1,3.5609,2.156631639,2.251787336,0.796728041,0.686769274,1.114278138,1.012801175
7,2,7_2,3,3,3.11,2.097363729,2.147635268,0.777791469,0.678835847,0.715249636,0.892540253
7,2,7_2,3,6,3.739,2.266482091,2.210766245,0.795410952,0.690941259,0.365781443,0.73128972
7,2,7_2,3,12,3.464,2.004787378,1.99051054,0.741290441,0.657655736,0.102831547,0.478024827
7,2,7_2,3,24,3.988,2.238784789,2.074393639,0.786651288,0.699751824,0.009681373,0.275597574
7,2,7_2,3,48,3.705,2.083862688,1.779601733,0.699065885,0.629880228,0,0.034198801
7,2,7_2,3,72,3.508,1.96959693,1.542232353,0.641966659,0.595436218,0,0.004725188
7,2,7_2,3,96,3.637,2.050943762,1.417186536,0.605712217,0.568659462,0,0
7,2,7_2,3,168,3.801,2.16848714,1.198033521,0.587450878,0.591543524,0,0
7,2,7_2,3,288,3.54,1.974688925,0.734832783,0.444623115,0.48264063,0,0
7,2,7_2,3,456,3.117,1.915287746,0.449224897,0.369390174,0.462288857,0,0
7,2,7_2,4,1,3.5067,2.105672287,2.215374375,0.790378228,0.687360424,1.107829499,1.013184441
7,2,7_2,4,3,3.14,2.137392841,2.173785901,0.785386946,0.688173607,0.713754898,0.897118389
7,2,7_2,4,6,3.655,2.217692426,2.174216429,0.787992731,0.68417932,0.363162228,0.724800296
7,2,7_2,4,12,3.499,1.996168141,2.006735297,0.738304097,0.651414491,0.105524023,0.486351705
7,2,7_2,4,24,3.746,2.125558001,2.041929128,0.776114929,0.694051021,0.009537072,0.273187413
7,2,7_2,4,48,3.656,2.052384021,1.759379944,0.690572126,0.623066173,0,0.033043163
7,2,7_2,4,72,3.355,1.890034451,1.511964626,0.631323685,0.58762895,0,0.005163149
7,2,7_2,4,96,3.768,2.118152858,1.440632215,0.613574874,0.575023992,0,0
7,2,7_2,4,168,3.605,2.054655955,1.168306887,0.574249036,0.580438062,0,0
7,2,7_2,4,288,3.437,1.936914949,0.732075193,0.443000389,0.482837708,0,0
7,2,7_2,4,456,3.206,1.974769034,0.4602016,0.376459969,0.469158949,0,0
7,2,7_2,5,1,3.55,2.150614018,2.191695194,0.782298989,0.68263631,1.085696939,0.999806445
7,2,7_2,5,3,3.195,2.124602812,2.098498577,0.760924584,0.66770243,0.683589199,0.864818376
7,2,7_2,5,6,3.55,2.205817758,2.158491802,0.7839252,0.683501467,0.362609566,0.722273143
7,2,7_2,5,12,3.531,2.079142845,2.296934998,0.857139291,0.762390165,0.13047914,0.571278817
7,2,7_2,5,24,3.713,2.136553542,2.180759611,0.837022711,0.752392185,0.010786052,0.299060573
7,2,7_2,5,48,3.58,2.011922959,1.749511348,0.688253111,0.622811123,0,0.02646828
7,2,7_2,5,72,3.421,1.925060169,1.513735613,0.63267217,0.588897477,0,0.004663052
7,2,7_2,5,96,3.65,2.053487645,1.421490784,0.60588,0.569615155,0,0
7,2,7_2,5,168,3.542,2.003865113,1.151309676,0.565376409,0.572372415,0,0
7,2,7_2,5,288,3.664,2.049089072,0.75212399,0.454450898,0.494460424,0,0
7,2,7_2,5,456,3.299,2.026127312,0.464638872,0.378334043,0.46925363,0,0
7,2,7_2,6,1,3.5305,2.076526868,2.195797663,0.782260391,0.680494077,1.102781199,1.009520326
7,2,7_2,6,3,3.021,2.056927181,2.107806151,0.769042377,0.677479494,0.705410161,0.885801383
7,2,7_2,6,6,3.636,2.212930673,2.170158411,0.781661233,0.67544717,0.360117902,0.723539896
7,2,7_2,6,12,3.564,2.040255944,1.999395608,0.739329863,0.6531577,0.102715112,0.465376019
7,2,7_2,6,24,3.789,2.152515031,2.041621946,0.778010325,0.694737611,0.009579498,0.272580097
7,2,7_2,6,48,3.72,2.097043857,1.766221496,0.693668885,0.627158889,0,0.030317416
7,2,7_2,6,72,3.369,1.896582857,1.510082186,0.631472666,0.588706453,0,0.004560953
7,2,7_2,6,96,3.614,2.027416776,1.411151021,0.599777006,0.562575352,0,0
7,2,7_2,6,168,3.596,2.049120415,1.161851386,0.571150471,0.578094888,0,0
7,2,7_2,6,288,3.764,2.111213659,0.755740645,0.455149998,0.494988449,0,0
7,2,7_2,6,456,3.232,1.978226303,0.461537106,0.375647905,0.465645241,0,0
7,4,7_4,1,1,3.148,2.180800396,2.223303848,0.828673147,0.70643012,0.883108441,0.978572915
7,4,7_4,1,3,3.405,2.145378064,2.168859427,0.815331289,0.696487376,0.366972971,0.756089516
7,4,7_4,1,6,3.863,2.225069711,2.115223054,0.80817213,0.694405101,0.087731517,0.50721723
7,4,7_4,1,12,3.74,2.104260009,1.956902072,0.766896025,0.665058994,0.006216535,0.237916101
7,4,7_4,1,24,3.83,2.200572704,1.889962894,0.781448681,0.701466211,0,0.060534954
7,4,7_4,1,48,3.657,2.071711812,1.620919226,0.731600007,0.681623022,0,0
7,4,7_4,1,72,3.413,1.907291211,1.169409756,0.581127652,0.569333057,0,0
7,4,7_4,1,96,3.626,2.030268244,0.970672721,0.517601026,0.522019578,0,0
7,4,7_4,1,168,3.649,2.102120753,0.708317469,0.500827019,0.585660441,0,0
7,4,7_4,1,288,3.745,2.102395538,0.27354501,0.288415554,0.40042054,0,0
7,4,7_4,1,456,3.243,2.006418002,0.11533988,0.212530981,0.38378436,0,0
7,4,7_4,2,1,3.228,2.218420098,2.269583368,0.837969968,0.70573828,0.897373319,0.979076413
7,4,7_4,2,3,3.611,2.173160614,2.152613388,0.819089536,0.703722528,0.364216165,0.769179889
7,4,7_4,2,6,3.895,2.223033908,2.130334645,0.807739731,0.68754338,0.088812592,0.502545859
7,4,7_4,2,12,3.647,2.065896138,1.913847443,0.755086621,0.657879393,0.006152146,0.239122353
7,4,7_4,2,24,3.781,2.162125389,1.872100033,0.772789281,0.69029235,0,0.061033363
7,4,7_4,2,48,3.707,2.089185525,1.46957216,0.661048132,0.614917552,0,0
7,4,7_4,2,72,3.415,1.936549073,1.217226559,0.60941683,0.598003905,0,0
7,4,7_4,2,96,3.715,2.094940511,1.007847217,0.536442523,0.540994811,0,0
7,4,7_4,2,168,3.762,2.158345241,0.649761489,0.455877868,0.527578117,0,0
7,4,7_4,2,288,3.649,2.047993469,0.277279628,0.294079853,0.409010699,0,0
7,4,7_4,2,456,3.254,2.005468673,0.104770824,0.191197227,0.345831272,0,0
7,4,7_4,3,1,3.077,2.138169506,2.190466098,0.818100349,0.699262281,0.872883475,0.962616008
7,4,7_4,3,3,3.337,2.115497498,2.131619512,0.808726863,0.692888318,0.362482459,0.755582036
7,4,7_4,3,6,3.94,2.266516133,2.149795425,0.81602094,0.69371133,0.088764764,0.509915775
